itemID,item,type,category,choices,complexity_category,definition,gloss,uni_lemma
item_409,A7CRICK,word,animals,produces,NA,蛐蛐,cricket,cricket
item_410,A7DINO,word,animals,produces,NA,恐龙,dinosaur,dinosaur
item_411,A7ROACH,word,animals,produces,NA,蟑螂,cockroach,cockroach
item_412,X8GONE,word,descriptive_words,produces,NA,没了,all gone,all gone
item_413,X8BIG,word,descriptive_words,produces,NA,大,big,big
item_414,X8SMALL,word,descriptive_words,produces,NA,小,little (description),little (description)
item_415,X8GOOD,word,descriptive_words,produces,NA,好,good,good
item_416,X8BAD,word,descriptive_words,produces,NA,坏,bad,bad
item_417,X8FRAGR,word,descriptive_words,produces,NA,香,fragrant,fragrant
item_418,X8STINK,word,descriptive_words,produces,NA,臭,smelly,smelly
item_419,X8BURNI,word,descriptive_words,produces,NA,烫,hot,hot
item_420,X8HOT,word,descriptive_words,produces,NA,热,hot,hot
item_421,X8COOL,word,descriptive_words,produces,NA,凉,cool,cool (description)
item_422,X8COLD,word,descriptive_words,produces,NA,冷,cold,cold
item_423,X8BAO3,word,descriptive_words,produces,NA,饱,full,full
item_424,X8HUNGR,word,descriptive_words,produces,NA,饿,hungry,hungry
item_425,X8THIRS,word,descriptive_words,produces,NA,渴,thirsty,thirsty
item_426,X8SWEET,word,descriptive_words,produces,NA,甜,sweet,sweet
item_427,X8HOTLA,word,descriptive_words,produces,NA,辣,spicy,spicy
item_428,X8SOUR,word,descriptive_words,produces,NA,酸,sour,sour
item_429,X8SALTY,word,descriptive_words,produces,NA,咸,salty,salty
item_430,X8DIRTY,word,descriptive_words,produces,NA,脏,dirty,dirty
item_431,X8CLEAN,word,descriptive_words,produces,NA,干净,clean (description),clean (description)
item_432,X8SCARE,word,descriptive_words,produces,NA,害怕,scared,scared
item_433,X8HURT,word,descriptive_words,produces,NA,疼,hurt,hurt (description)
item_434,X8GUAI,word,descriptive_words,produces,NA,乖,well-behaved,well-behaved
item_435,X8HUAIL,word,descriptive_words,produces,NA,坏了,broken,broken
item_436,X8POLE,word,descriptive_words,produces,NA,破了,NA,broken
item_437,X8NAUGH,word,descriptive_words,produces,NA,淘气（调皮）,naughty,naughty
item_438,X8TAOYA,word,descriptive_words,produces,NA,讨厌,hate,hate
item_439,X8FAST,word,descriptive_words,produces,NA,快,fast,fast
item_440,X8SLOW,word,descriptive_words,produces,NA,慢/慢点,slow,slow
item_441,X8CUTE,word,descriptive_words,produces,NA,可爱/好玩儿,cute,cute
item_442,X8PITIA,word,descriptive_words,produces,NA,可怜,pitiful,pitiful
item_443,X8TIRED,word,descriptive_words,produces,NA,累,tired,tired
item_444,X8SLEEP,word,descriptive_words,produces,NA,困了,sleepy,sleepy
item_445,X8SICK,word,descriptive_words,produces,NA,病,sick,sick
item_446,X8TALL,word,descriptive_words,produces,NA,高,high,high
item_447,X8PRETT,word,descriptive_words,produces,NA,漂亮/美,pretty,pretty
item_448,X8LIKE,word,descriptive_words,produces,NA,喜欢,like,like
item_449,X8NEW,word,descriptive_words,produces,NA,新,new,new
item_450,X8OLD,word,descriptive_words,produces,NA,老,old,old
item_451,X8HAPPY,word,descriptive_words,produces,NA,高兴/乐/开心,happy,happy
item_452,X8ANGRY,word,descriptive_words,produces,NA,生气,angry,angry
item_453,X8WEIQU,word,descriptive_words,produces,NA,委屈,aggrieved,aggrieved
item_454,X8WET,word,descriptive_words,produces,NA,可怜,wet,wet (description)
item_455,X8DRY,word,descriptive_words,produces,NA,累,dry,dry (description)
item_456,X8LOUD,word,descriptive_words,produces,NA,困了,loud,loud
item_457,X8LONG,word,descriptive_words,produces,NA,病,long,long
item_458,X8HARD,word,descriptive_words,produces,NA,高,hard,hard
item_459,X8SOFT,word,descriptive_words,produces,NA,漂亮/美,soft,soft
item_460,X8FINIS,word,descriptive_words,produces,NA,喜欢,finished,finished
item_461,X8ENOUGH,word,descriptive_words,produces,NA,新,enough,enough
item_462,X8EMPTY,word,descriptive_words,produces,NA,老,empty,empty
item_463,X8FULLM,word,descriptive_words,produces,NA,高兴/乐/开心,full,full
item_464,X8HEAVY,word,descriptive_words,produces,NA,生气,heavy,heavy
item_465,X8CAREF,word,descriptive_words,produces,NA,委屈,careful,careful
item_466,X8BUCUO,word,descriptive_words,produces,NA,不错,NA,NA
item_467,X8STICK,word,descriptive_words,produces,NA,粘糊,sticky,sticky
item_468,X8STUCK,word,descriptive_words,produces,NA,卡了,stuck,stuck
item_469,X8WHITE,word,descriptive_words,produces,NA,白,white,white
item_470,X8BLACK,word,descriptive_words,produces,NA,黑,black,black
item_471,X8RED,word,descriptive_words,produces,NA,红（色）,red,red
item_472,X8GREEN,word,descriptive_words,produces,NA,绿,green,green
item_473,X8YELLO,word,descriptive_words,produces,NA,黄,yellow,yellow
item_474,X8BLUE,word,descriptive_words,produces,NA,蓝（色）,blue,blue
item_475,X8DARK,word,descriptive_words,produces,NA,黑乎乎,dark,dark
item_476,X8FIRST,word,descriptive_words,produces,NA,第一,first,first
item_477,X8LAST,word,descriptive_words,produces,NA,最后,last,last
item_478,H9BOWL,word,household,produces,NA,碗,bowl,bowl
item_479,H9CUP,word,household,produces,NA,杯子,cup,cup
item_480,H9BOTTLE,word,household,produces,NA,瓶子,bottle,bottle
item_481,H9SPOON,word,household,produces,NA,勺,spoon,spoon
item_482,H9CHOPST,word,household,produces,NA,筷子,chopstick,chopstick
item_483,H9PLATE,word,household,produces,NA,盘,plate,plate
item_484,H9POT,word,household,produces,NA,锅,pot,pot
item_485,H9KNIFE,word,household,produces,NA,刀,knife,knife
item_486,H9TEACUP,word,household,produces,NA,茶杯,teacup,cup
item_487,H9LIGHT,word,household,produces,NA,灯,lamp,lamp
item_488,H9CLOCK,word,household,produces,NA,钟/表,clock,clock
item_489,H9PHONE,word,household,produces,NA,电话,phone,telephone
item_490,H9ELEFAN,word,household,produces,NA,电扇,electric fan,fan
item_491,H9BATTRY,word,household,produces,NA,电池,battery,battery
item_492,H9WATCH,word,household,produces,NA,手表,watch (object),watch (object)
item_493,H9RADIO,word,household,produces,NA,收音机,radio,radio
item_494,H9CAMERA,word,household,produces,NA,照相机,camera,camera
item_495,H9PIANO,word,household,produces,NA,（钢）琴,piano,piano
item_496,H9RECORD,word,household,produces,NA,录音机,voice recorder,voice recorder
item_497,H9HIFI,word,household,produces,NA,音响,speaker,stereo
item_498,H9VCD,word,household,produces,NA,VCD机,NA,NA
item_499,H9QUILT,word,household,produces,NA,被子,NA,blanket
item_500,H9PILLOW,word,household,produces,NA,枕头,pillow,pillow
item_501,H9MEDICI,word,household,produces,NA,药,medicine,medicine
item_502,H9COMB,word,household,produces,NA,梳子/栊子,comb (object),comb (object)
item_503,H9BASIN,word,household,produces,NA,盆,basin,basin
item_504,H9SOAP,word,household,produces,NA,肥皂/香皂,soap,soap
item_505,H9TOOTHB,word,household,produces,NA,牙刷,toothbrush,toothbrush
item_506,H9TOWEL,word,household,produces,NA,毛巾,towel,towel
item_507,H9TPAPER,word,household,produces,NA,手纸,tissue,tissue
item_508,H9PICTUR,word,household,produces,NA,画,picture,picture
item_509,H9PAPER,word,household,produces,NA,纸,paper,paper
item_510,H9SCISSO,word,household,produces,NA,剪刀,scissors,scissors
item_511,H9STRING,word,household,produces,NA,绳,rope,rope
item_512,H9GLASSE,word,household,produces,NA,眼镜,glasses,glasses
item_513,H9NEWSP,word,household,produces,NA,报纸,newspaper,newspaper
item_514,H9KEYS,word,household,produces,NA,钥匙,keys,key
item_515,H9MONEY,word,household,produces,NA,钱,money,money
item_516,H9BAG,word,household,produces,NA,包,bag,bag
item_517,H9PURSE,word,household,produces,NA,书包,bag,bag
item_518,H9WALLET,word,household,produces,NA,钱包,purse,purse
item_519,H9SACK,word,household,produces,NA,口袋,pocket,pocket
item_520,H9FAN,word,household,produces,NA,扇子,fan,fan
item_521,H9CLOTH,word,household,produces,NA,（抹）布,cloth,cloth
item_522,H9BOX,word,household,produces,NA,盒子,box,box
item_523,H9BASKET,word,household,produces,NA,篮子,basket,basket
item_524,H9BUCKET,word,household,produces,NA,桶,bucket,bucket
item_525,H9BRUSH,word,household,produces,NA,刷子,brush,brush (object)
item_526,H9MOP,word,household,produces,NA,笤帚,broom,broom
item_527,H9RAG,word,household,produces,NA,托把/墩布,rag,rag
item_528,H9GARBAG,word,household,produces,NA,垃圾,trash,trash
item_529,H9DUSTBN,word,household,produces,NA,簸箕,dustpan,dustpan
item_530,H9HAMMER,word,household,produces,NA,锤子,hammer,hammer
item_531,H9NAIL,word,household,produces,NA,钉子,nail,nail (object)
item_532,H9WOOD,word,household,produces,NA,木头,wood,wood
item_533,H9THING,word,household,produces,NA,东西,thing,thing
item_534,T10BALL,word,toys,produces,NA,汽球,ball,ball
item_535,T10BOOK,word,toys,produces,NA,枪,book,book
item_536,T10DOLL,word,toys,produces,NA,积木,doll,doll
item_537,T10PEN,word,toys,produces,NA,玩具,pen,pen
item_538,T10BALLO,word,toys,produces,NA,汽球,balloon,balloon
item_539,T10GUN,word,toys,produces,NA,枪,gun,gun
item_540,T10BLOCK,word,toys,produces,NA,积木,block,blocks
item_541,T10TOYS,word,toys,produces,NA,玩具,toy (object),toy (object)
item_542,T10STORY,word,toys,produces,NA,故事,story,story
item_543,T10KITE,word,toys,produces,NA,风筝,kite,kite
item_544,T10SONG,word,toys,produces,NA,歌,song,song
item_545,T10BELL,word,toys,produces,NA,铃铛,bell,bell
item_546,T10PENCI,word,toys,produces,NA,铅笔,pencil,pencil
item_547,T10CRAYO,word,toys,produces,NA,蜡笔,crayon,crayon
item_548,T10WHEEL,word,toys,produces,NA,车轮/轱辘,wheel,wheel
item_549,T10GAME,word,toys,produces,NA,游戏,game,game
item_550,T10CHESS,word,toys,produces,NA,棋子,chess,board game
item_551,T10GIFT,word,toys,produces,NA,礼物,present,present
item_552,C11HAT,word,clothing,produces,NA,帽子,hat,hat
item_553,C11GLOVE,word,clothing,produces,NA,手套,gloves,glove
item_554,C11SCARF,word,clothing,produces,NA,围巾,scarf,scarf
item_555,C11KERCH,word,clothing,produces,NA,手绢,handkerchief,handkerchief
item_556,C11BIB,word,clothing,produces,NA,围嘴,bib,bib
item_557,C11NECKL,word,clothing,produces,NA,项链,necklace,necklace
item_558,C11CLOTH,word,clothing,produces,NA,衣服/衣裳,clothes,clothes
item_559,C11COAT,word,clothing,produces,NA,大衣/外套,coat,coat
item_560,C11MIANA,word,clothing,produces,NA,棉袄,jacket,jacket
item_561,C11JACKE,word,clothing,produces,NA,夹克,jacket,jacket
item_562,C11SWEAT,word,clothing,produces,NA,毛衣,sweater,sweater
item_563,C11VEST,word,clothing,produces,NA,背心,vest,vest
item_564,C11SHIRT,word,clothing,produces,NA,上衣,shirt,shirt
item_565,C11POCKE,word,clothing,produces,NA,（裤）兜,pocket,pocket
item_566,C11BUTTO,word,clothing,produces,NA,扣子,button,button
item_567,C11ZIPPE,word,clothing,produces,NA,拉锁,zipper,zipper
item_568,C11SLEEV,word,clothing,produces,NA,袖子,sleeve,sleeve
item_569,C11PANTS,word,clothing,produces,NA,裤子,pants,pants
item_570,C11MAOKU,word,clothing,produces,NA,毛裤,pants,pants
item_571,C11PANT,word,clothing,produces,NA,裤衩,underpants,underpants
item_572,C11SKIRT,word,clothing,produces,NA,裙子,skirt,skirt
item_573,C11BELT,word,clothing,produces,NA,皮带,belt,belt
item_574,C11SOCKS,word,clothing,produces,NA,袜子,sock,sock
item_575,C11SHOES,word,clothing,produces,NA,鞋,shoe,shoe
item_576,C11SLIPP,word,clothing,produces,NA,拖鞋,slipper,slipper
item_577,C11LEATH,word,clothing,produces,NA,皮鞋,shoe,shoe
item_578,C11SANDA,word,clothing,produces,NA,凉鞋,sandals,sandal
item_579,C11SNEAK,word,clothing,produces,NA,球鞋/旅游鞋,sneaker,sneaker
item_580,F12STAIR,word,furniture_rooms,produces,NA,楼梯,stairs,stairs
item_581,F12DOOR,word,furniture_rooms,produces,NA,门,door,door
item_582,F12WINDO,word,furniture_rooms,produces,NA,窗户,window,window
item_583,F12BED,word,furniture_rooms,produces,NA,床,bed,bed
item_584,F12TABLE,word,furniture_rooms,produces,NA,桌子/饭桌,table,table
item_585,F12POTTY,word,furniture_rooms,produces,NA,尿盆,potty,potty
item_586,F12MIRRO,word,furniture_rooms,produces,NA,镜子,mirror,mirror
item_587,F12STOOL,word,furniture_rooms,produces,NA,凳子,stool,stool
item_588,F12CHAIR,word,furniture_rooms,produces,NA,椅子,chair,chair
item_589,F12COUCH,word,furniture_rooms,produces,NA,沙发,couch,couch
item_590,F12COFFT,word,furniture_rooms,produces,NA,茶几,stairs,stairs
item_591,F12TV,word,furniture_rooms,produces,NA,电视,tv,TV
item_592,F12FRIDG,word,furniture_rooms,produces,NA,冰箱,refrigerator,refrigerator
item_593,F12STOVE,word,furniture_rooms,produces,NA,炉子/灶,stove,stove
item_594,F12WASHE,word,furniture_rooms,produces,NA,洗衣机,washing machine,washing machine
item_595,F12ROOM,word,furniture_rooms,produces,NA,屋子,house,house
item_596,F12CLOSE,word,furniture_rooms,produces,NA,柜子,closet,closet
item_597,F12DRAWE,word,furniture_rooms,produces,NA,抽屉,drawer,drawer
item_598,F12BATHT,word,furniture_rooms,produces,NA,澡盆,bathtub,bathtub
item_599,F12TOILE,word,furniture_rooms,produces,NA,厕所,bathroom,bathroom
item_600,F12PUDDL,word,furniture_rooms,produces,NA,水池子,puddle,puddle
item_601,F12TAP,word,furniture_rooms,produces,NA,水龙头/水管,faucet,faucet
item_602,F12KITCH,word,furniture_rooms,produces,NA,厨房,kitchen,kitchen
item_603,F12HOTBO,word,furniture_rooms,produces,NA,暖水瓶/暖壶,thermos,bottle
item_604,F12GAS,word,furniture_rooms,produces,NA,煤气,gas,gas
item_605,F12AIRC,word,furniture_rooms,produces,NA,空调,air conditioner,air conditioner
item_606,F12MICRO,word,furniture_rooms,produces,NA,微波炉,microwave,microwave
item_607,F12BALCO,word,furniture_rooms,produces,NA,阳台,balcony,balcony
item_608,F12LIFT,word,furniture_rooms,produces,NA,电梯,elevator,elevator
item_609,O13FLOWE,word,outside,produces,NA,花,flower,flower
item_610,O13TREE,word,outside,produces,NA,树,tree,tree
item_611,O13LEAF,word,outside,produces,NA,叶子/树叶,leaf,leaf
item_612,O13BRANC,word,outside,produces,NA,树枝,branch,branch
item_613,O13GRASS,word,outside,produces,NA,草,grass,grass
item_614,O13EARTH,word,outside,produces,NA,土,earth,soil
item_615,O13WATER,word,outside,produces,NA,水,water (not beverage),water (not beverage)
item_616,O13RAIN,word,outside,produces,NA,雨,rain,rain
item_617,O13SNOW,word,outside,produces,NA,雪,snow,snow
item_618,O13WIND,word,outside,produces,NA,风,wind,wind
item_619,O13STONE,word,outside,produces,NA,石头,stone,stone
item_620,O13MOUNT,word,outside,produces,NA,山,mountain,mountain
item_621,O13STICK,word,outside,produces,NA,棍子,stick,stick
item_622,O13SAND,word,outside,produces,NA,沙子,sand,sand
item_623,O13SHOVE,word,outside,produces,NA,铲子,shovel,shovel
item_624,O13LADDE,word,outside,produces,NA,梯子,ladder,ladder
item_625,O13SLIDE,word,outside,produces,NA,滑梯,slide (object),slide (object)
item_626,O13SPINC,word,outside,produces,NA,转椅,NA,NA
item_627,O13SWING,word,outside,produces,NA,秋千,swing (object),swing (object)
item_628,O13BOUNC,word,outside,produces,NA,蹦蹦床,trampoline,trampoline
item_629,O13SUN,word,outside,produces,NA,太阳,sun,sun
item_630,O13MOON,word,outside,produces,NA,月亮,moon,moon
item_631,O13STAR,word,outside,produces,NA,星星,star,star
item_632,O13SKY,word,outside,produces,NA,天（空）,sky,sky
item_633,O13CLOUD,word,outside,produces,NA,云彩,cloud,cloud
item_634,O13ROOF,word,outside,produces,NA,房顶,roof,roof
item_635,O13STREE,word,outside,produces,NA,街（道）/大街,street,street
item_636,O13ROAD,word,outside,produces,NA,路,road,road
item_637,O13TLIGH,word,outside,produces,NA,红绿灯,traffic light,traffic light
item_638,O13UMBRE,word,outside,produces,NA,（雨）伞,umbrella,umbrella
item_639,O13SNOWM,word,outside,produces,NA,雪人,snowman,snowman
item_640,O13POOL,word,outside,produces,NA,游泳池,pool,pool
item_641,V14CAR,word,vehicles,produces,NA,车,car,car
item_642,V14PLANE,word,vehicles,produces,NA,飞机,airplane,airplane
item_643,V14TRAIN,word,vehicles,produces,NA,火车,train,train
item_644,V14BOAT,word,vehicles,produces,NA,船,boat,boat
item_645,V14MOTO,word,vehicles,produces,NA,摩托车,motorcycle,motorcycle
item_646,V14SEDAN,word,vehicles,produces,NA,小轿车,car,car
item_647,V14BIKE,word,vehicles,produces,NA,自行车,bicycle,bicycle
item_648,V14BUS,word,vehicles,produces,NA,公共汽车,bus,bus
item_649,V14TRUCK,word,vehicles,produces,NA,卡车,truck,truck
item_650,V14TAXI,word,vehicles,produces,NA,出租车/的,taxi,taxi
item_651,V14CRANE,word,vehicles,produces,NA,老吊车,crane,crane
item_652,V14TRIKE,word,vehicles,produces,NA,三轮车,tricycle,tricycle
item_653,V14JEEP,word,vehicles,produces,NA,吉普车,jeep,jeep
item_654,V14AMBUL,word,vehicles,produces,NA,救护车,ambulance,ambulance
item_655,O15HOME,word,places,produces,NA,家,home,home
item_656,O15OUTSI,word,places,produces,NA,外头/外面/外外,outside,outside
item_657,O15DANWE,word,places,produces,NA,班儿/单位,work (place),work (place)
item_658,O15HOUSE,word,places,produces,NA,房子,house,house
item_659,O15BLDG,word,places,produces,NA,楼房,building,building
item_660,O15PARK,word,places,produces,NA,公园,park,park
item_661,O15ZOO,word,places,produces,NA,动物园,zoo,zoo
item_662,O15GARDE,word,places,produces,NA,花园,garden,garden
item_663,O15MCDS,word,places,produces,NA,麦当劳/肯德基,McDonald's / KFC,NA
item_664,O15HOSPT,word,places,produces,NA,医院,hospital,hospital
item_665,O15STORE,word,places,produces,NA,商店,store,store
item_666,O15NURSR,word,places,produces,NA,幼儿园/托儿所,kindergarten,kindergarten
item_667,O15SCHOO,word,places,produces,NA,学校,school,school
item_668,O15TIANA,word,places,produces,NA,天安门,Tiananmen,NA
item_669,O15CHINA,word,places,produces,NA,中国,China,NA
item_670,O15AMPRK,word,places,produces,NA,游乐园,amusement park,amusement park
item_671,O15SUPER,word,places,produces,NA,超市,store,store
item_672,D16HERE,word,directions,produces,NA,这边/这儿,here,here
item_673,D16THERE,word,directions,produces,NA,那边/那儿,there,there
item_674,D16ON,word,directions,produces,NA,上（面）,on,above
item_675,D16BELOW,word,directions,produces,NA,下（面）,below,below
item_676,D16OUTSI,word,directions,produces,NA,外面,outside,outside
item_677,D16INSID,word,directions,produces,NA,里面,inside,inside
item_678,D16AT,word,directions,produces,NA,在,at,at
item_679,D16UNDER,word,directions,produces,NA,底下,under,under
item_680,D16FRONT,word,directions,produces,NA,前面,front,front
item_681,D16BEHIN,word,directions,produces,NA,后面,behind,behind
item_682,D16MIDDL,word,directions,produces,NA,中间,middle,middle
item_683,D16BESID,word,directions,produces,NA,旁边,beside,beside
item_684,D16NEXTT,word,directions,produces,NA,挨着,next to,next to
item_685,D16TOSID,word,directions,produces,NA,一边,at a side,NA
item_686,D16BIANS,word,directions,produces,NA,边上,at a side,NA
item_687,D16WITH,word,directions,produces,NA,跟,with,with
item_688,D16ARRIV,word,directions,produces,NA,到,until,until
item_689,D16WANG3,word,directions,produces,NA,往,towards,towards
item_690,D16FACIN,word,directions,produces,NA,朝,towards,towards
item_691,D16TOWAR,word,directions,produces,NA,向,towards,towards
item_692,D16GOWHE,word,directions,produces,NA,上（哪儿去）,towards,towards
item_693,N17ONE,word,quantifiers,produces,NA,一,one,one
item_694,N17TWO,word,quantifiers,produces,NA,二,two,two
item_695,N17THREE,word,quantifiers,produces,NA,三,three,three
item_696,N17SAME,word,quantifiers,produces,NA,一样,same,same
item_697,N17MANY,word,quantifiers,produces,NA,多,many,many
item_698,N17YOUDE,word,quantifiers,produces,NA,有的,some,some
item_699,N17QUANB,word,quantifiers,produces,NA,全部,all,all
item_700,N17SUOYO,word,quantifiers,produces,NA,所有,all,all
item_701,N17ANOTH,word,quantifiers,produces,NA,另外,another,another
item_702,P18ME,word,pronouns,produces,NA,我,I,1SG
item_703,P18MINE,word,pronouns,produces,NA,我的,my,1SG.POSS
item_704,P18SELF,word,pronouns,produces,NA,自己,self,REFL
item_705,P18SMINE,word,pronouns,produces,NA,自己的,mine,REFL.POSS
item_706,P18YOU,word,pronouns,produces,NA,你,you,2SG
item_707,P18YOURS,word,pronouns,produces,NA,你的,your,2SG.POSS
item_708,P18HE,word,pronouns,produces,NA,他（她、它）,he/she,3SG
item_709,P18HIS,word,pronouns,produces,NA,他的,his,3SG.POSS
item_710,P18THIS,word,pronouns,produces,NA,这个,this,this
item_711,P18THAT,word,pronouns,produces,NA,那个,that,that
item_712,P18THOSE,word,pronouns,produces,NA,那些,those,those
item_713,P18THESE,word,pronouns,produces,NA,这些,these,these
item_714,P18BIEDE,word,pronouns,produces,NA,别的,other,other
item_715,P18US,word,pronouns,produces,NA,我们,we,1PL
item_716,P18ZANME,word,pronouns,produces,NA,咱们,we,1PL
item_717,P18YOUPL,word,pronouns,produces,NA,你们,you,2PL
item_718,P18THEY,word,pronouns,produces,NA,他们,them,3PL
item_719,P18USPOS,word,pronouns,produces,NA,我们的,our,1PL.POSS
item_720,P18ZANMS,word,pronouns,produces,NA,咱们的,our,1PL.POSS
item_721,P18YOUPP,word,pronouns,produces,NA,你们的,your,2PL.POSS
item_722,P18THEIR,word,pronouns,produces,NA,他们的,their,3PL.POSS
item_723,P18RENJI,word,pronouns,produces,NA,人家,other people,other
item_724,P18QITA,word,pronouns,produces,NA,其它,other,other
item_725,P18SOMEO,word,pronouns,produces,NA,别人,other people,other
item_726,C19GE,word,classifiers,produces,NA,个,NA,NA
item_727,C19KOU,word,classifiers,produces,NA,口,NA,NA
item_728,C19ZHI,word,classifiers,produces,NA,只,NA,NA
item_729,C19LIANG,word,classifiers,produces,NA,辆,NA,NA
item_730,C19ZHANG,word,classifiers,produces,NA,张,NA,NA
item_731,C19BEN,word,classifiers,produces,NA,本,NA,NA
item_732,C19TIAO,word,classifiers,produces,NA,条,NA,NA
item_733,C19DIAN,word,classifiers,produces,NA,点,NA,NA
item_734,C19KUAI,word,classifiers,produces,NA,块,NA,NA
item_735,C19JIAN,word,classifiers,produces,NA,件,NA,NA
item_736,C19CI,word,classifiers,produces,NA,次,NA,NA
item_737,C19BU,word,classifiers,produces,NA,步,NA,NA
item_738,C19CENG,word,classifiers,produces,NA,层,NA,NA
item_739,C19DUI,word,classifiers,produces,NA,堆,NA,NA
item_740,C19LI,word,classifiers,produces,NA,粒,NA,NA
item_741,C19TOU,word,classifiers,produces,NA,头,NA,NA
item_742,C19PI,word,classifiers,produces,NA,匹,NA,NA
item_743,C19WEI,word,classifiers,produces,NA,位,NA,NA
item_744,C19YAN,word,classifiers,produces,NA,眼,NA,NA
item_745,C19XIE,word,classifiers,produces,NA,些,NA,NA
item_746,Q20DOWHA,word,question_words,produces,NA,干嘛？,what's up,NA
item_747,Q20WHAT,word,question_words,produces,NA,什么,what,what
item_748,Q20WHO,word,question_words,produces,NA,谁,who,who
item_749,Q20WHERE,word,question_words,produces,NA,在哪里/哪儿呢？,where,where (question)
item_750,Q20JTIME,word,question_words,produces,NA,几点,when (question),when (question)
item_751,Q20WHICH,word,question_words,produces,NA,哪个,which (question),which (question)
item_752,Q20WHY,word,question_words,produces,NA,为什么,why,why
item_753,Q20HOW,word,question_words,produces,NA,怎么,how,how
item_754,Q20JIGE,word,question_words,produces,NA,几个,how many,how many
item_755,Q20DUOSH,word,question_words,produces,NA,多少,how much,how much
item_756,Q20MA,word,question_words,produces,NA,（行、好）吗？,is that okay?,is that okay?
item_757,Q20NE,word,question_words,produces,NA,（还有）呢？,anything else?,NA
item_758,S21A,word,final_particles,produces,NA,啊/呀,a,a
item_759,S21LE,word,final_particles,produces,NA,了,NA,NA
item_760,S21LA,word,final_particles,produces,NA,啦,NA,NA
item_761,S21MAA,word,final_particles,produces,NA,嘛,NA,NA
item_762,S21NE,word,final_particles,produces,NA,呢,NA,NA
item_763,S21AO,word,final_particles,produces,NA,噢,NA,NA
item_764,T22MORNI,word,time_words,produces,NA,早上,morning,morning
item_765,T22NIGHT,word,time_words,produces,NA,晚上,night,night
item_766,T22TODAY,word,time_words,produces,NA,今天,today,today
item_767,T22TOMOR,word,time_words,produces,NA,明天,tomorrow,tomorrow
item_768,T22YESTE,word,time_words,produces,NA,昨天,yesterday,yesterday
item_769,T22HOUTN,word,time_words,produces,NA,后天,NA,NA
item_770,T22DAY,word,time_words,produces,NA,天,day,day
item_771,T22FIRST,word,time_words,produces,NA,先,before,before
item_772,T22ALREA,word,time_words,produces,NA,已经,already,already
item_773,T22BEFOR,word,time_words,produces,NA,以前,before,before
item_774,T22AFTER,word,time_words,produces,NA,以后,after,after
item_775,T22LATER,word,time_words,produces,NA,晚（一点）,later,later
item_776,T22NOW,word,time_words,produces,NA,现在,now,now
item_777,T22EARLY,word,time_words,produces,NA,早（一点）,early,early
item_778,T22TIME,word,time_words,produces,NA,时间,time,time
item_779,Z23AI,word,helping_verbs,produces,NA,爱（听）,love,love
item_780,Z23NENG,word,helping_verbs,produces,NA,能,can (auxiliary),can (auxiliary)
item_781,Z23HUI,word,helping_verbs,produces,NA,会,can (auxiliary),can (auxiliary)
item_782,Z23OK,word,helping_verbs,produces,NA,可以（做）,ok,ok
item_783,Z23WILLI,word,helping_verbs,produces,NA,肯,NA,NA
item_784,Z23XIANG,word,helping_verbs,produces,NA,想,think,think
item_785,Z23BUXU,word,helping_verbs,produces,NA,不许,cannot,cannot
item_786,Z23YUANY,word,helping_verbs,produces,NA,愿意,NA,NA
item_787,Z23SHOUL,word,helping_verbs,produces,NA,该（走啦！）/应该,should,should
item_788,Z23MUST,word,helping_verbs,produces,NA,得（你得去）,must,must
item_789,Z23BAO,word,helping_verbs,produces,NA,把（XX放…）,NA,NA
item_790,Z23SHEBD,word,helping_verbs,produces,NA,舍不得,NA,NA
item_791,J24HE,word,connecting_words,produces,NA,和,with,with
item_792,J24GEN,word,connecting_words,produces,NA,跟,follow,follow
item_793,J24CAUSE,word,connecting_words,produces,NA,因为,because,because
item_794,J24JIU,word,connecting_words,produces,NA,就,so,so
item_795,J24BUT,word,connecting_words,produces,NA,可是,but,but
item_796,J24IF,word,connecting_words,produces,NA,如果,if,if
item_797,J24YAOSH,word,connecting_words,produces,NA,要是,if,if
item_798,J24SUOYI,word,connecting_words,produces,NA,所以,so,so
item_799,J24THEN,word,connecting_words,produces,NA,那么,so,so
item_800,TALKFIND,talk_functions,NA,never; sometimes; often,NA,NA,NA,NA
item_801,TALKPOBJ,talk_functions,NA,never; sometimes; often,NA,NA,NA,NA
item_802,TALKABSO,talk_functions,NA,never; sometimes; often,NA,NA,NA,NA
item_803,TALKPAST,talk_functions,NA,never; sometimes; often,NA,NA,NA,NA
item_804,TALKFUT,talk_functions,NA,never; sometimes; often,NA,NA,NA,NA
item_805,SENTVERB,sentence_structure,NA,never; sometimes; often,NA,NA,NA,NA
item_806,SENTPOSS,sentence_structure,NA,never; sometimes; often,NA,NA,NA,NA
item_807,SENTCLAS,sentence_structure,NA,never; sometimes; often,NA,NA,NA,NA
item_808,SENTASP,sentence_structure,NA,never; sometimes; often,NA,NA,NA,NA
item_809,COMBWORD,combine,NA,never; sometimes; often,NA,NA,NA,NA
item_810,COMPMISS,complexity,NA,3; 2; 1; 0,NA,NA,NA,NA
item_811,COMPDESO,complexity,NA,3; 2; 1; 0,NA,NA,NA,NA
item_812,COMPDEA2,complexity,NA,4; 3; 2; 1; 0,NA,NA,NA,NA
item_813,COMPPOSS,complexity,NA,3; 2; 1; 0,NA,NA,NA,NA
