itemID,item,type,category,choices,definition,complexity_category,gloss,uni_lemma
item_30,NA,word,sounds,understands; produces,אוי,NA,Oh,ouch
item_139,NA,word,food_drink,understands; produces,גזר,NA,carrot,carrot
item_140,NA,word,food_drink,understands; produces,דבש,NA,honey,honey
item_141,NA,word,food_drink,understands; produces,דג,NA,Fish,fish (food)
item_142,NA,word,food_drink,understands; produces,דייסה,NA,porridge,porridge
item_143,NA,word,food_drink,understands; produces,ופלה,NA,waffle,pancake
item_144,NA,word,food_drink,understands; produces,ממתק,NA,candy,candy
item_145,NA,word,food_drink,understands; produces,מרגרינה,NA,Margarine,butter
item_146,NA,word,food_drink,understands; produces,נקניק,NA,sausage,ham
item_147,NA,word,food_drink,understands; produces,ספגטי,NA,Spaghetti,spaghetti
item_148,NA,word,food_drink,understands; produces,עגבניה,NA,tomato,tomato
item_149,NA,word,food_drink,understands; produces,עוגה,NA,Cake,cake
item_150,NA,word,food_drink,understands; produces,עוף,NA,chicken (food),chicken (food)
item_151,NA,word,food_drink,understands; produces,ריבה,NA,jam,jam
item_152,NA,word,food_drink,understands; produces,שוקו,NA,chocolate drink (hot or cold),hot chocolate
item_153,NA,word,food_drink,understands; produces,שניצל,NA,schnitzel,schnitzel
item_154,NA,word,food_drink,understands; produces,תה,NA,tea,tea
item_155,NA,word,food_drink,understands; produces,תפוז,NA,orange (food),orange (food)
item_156,NA,word,food_drink,understands; produces,תפוח,NA,apple,apple
item_157,NA,word,clothing,understands; produces,אפודה,NA,vest,vest
item_158,NA,word,clothing,understands; produces,בגד ים,NA,swimsuit,swimsuit
item_159,NA,word,clothing,understands; produces,גופיה,NA,undershirt,NA
item_160,NA,word,clothing,understands; produces,ג'ינס,NA,jeans,jeans
item_161,NA,word,clothing,understands; produces,גרביים,NA,socks,sock
item_162,NA,word,clothing,understands; produces,חולצה,NA,shirt,shirt
item_163,NA,word,clothing,understands; produces,חצאית,NA,skirt,skirt
item_164,NA,word,clothing,understands; produces,טיטול,NA,Diaper,diaper
item_165,NA,word,clothing,understands; produces,טריינינג,NA,sweatpants,NA
item_166,NA,word,clothing,understands; produces,כובע,NA,hat,hat
item_167,NA,word,clothing,understands; produces,כפתור,NA,button,button
item_168,NA,word,clothing,understands; produces,מגפיים,NA,boots,boots
item_169,NA,word,clothing,understands; produces,מכנסיים,NA,pants,pants
item_170,NA,word,clothing,understands; produces,מעיל,NA,coat,coat
item_171,NA,word,clothing,understands; produces,נעליים,NA,Shoes,shoe
item_172,NA,word,clothing,understands; produces,סוודר,NA,sweater,sweater
item_173,NA,word,clothing,understands; produces,סינור,NA,Apron,bib
item_174,NA,word,clothing,understands; produces,סנדלים,NA,sandals,sandal
item_175,NA,word,clothing,understands; produces,פיג'מה,NA,pajamas,pajamas
item_176,NA,word,clothing,understands; produces,רוכסן,NA,Zipper,zipper
item_177,NA,word,clothing,understands; produces,שמלה,NA,dress (object),dress (object)
item_178,NA,word,clothing,understands; produces,שרשרת,NA,Chain,necklace
item_179,NA,word,body_parts,understands; produces,אגודל,NA,Thumb,thumb
item_180,NA,word,body_parts,understands; produces,אוזן,NA,Ear,ear
item_181,NA,word,body_parts,understands; produces,אף,NA,nose,nose
item_182,NA,word,body_parts,understands; produces,אצבעות,NA,fingers,finger
item_183,NA,word,body_parts,understands; produces,בטן,NA,tummy,tummy
item_184,NA,word,body_parts,understands; produces,ברך,NA,Knee,knee
item_185,NA,word,body_parts,understands; produces,ידיים,NA,Hands,hand
item_186,NA,word,body_parts,understands; produces,לחי,NA,Cheek,cheek
item_187,NA,word,body_parts,understands; produces,לשון,NA,tongue,tongue
item_188,NA,word,body_parts,understands; produces,מצח,NA,forehead,forehead
item_189,NA,word,body_parts,understands; produces,עיין,NA,See,eye
item_190,NA,word,body_parts,understands; produces,פה,NA,mouth,mouth
item_191,NA,word,body_parts,understands; produces,פופיק,NA,Pupik,belly button
item_192,NA,word,body_parts,understands; produces,פנים,NA,face,face
item_193,NA,word,body_parts,understands; produces,ציצי,NA,titty,breast
item_194,NA,word,body_parts,understands; produces,ציפורניים,NA,nails,nail (body part)
item_195,NA,word,body_parts,understands; produces,ראש,NA,head,head
item_196,NA,word,body_parts,understands; produces,רגליים,NA,Feet,leg
item_197,NA,word,body_parts,understands; produces,שיניים,NA,Teeth,tooth
item_198,NA,word,body_parts,understands; produces,שערות,NA,hairs,hair
item_199,NA,word,furniture_rooms,understands; produces,אמבטיה,NA,bathtub,bathtub
item_200,NA,word,furniture_rooms,understands; produces,דלת,NA,door,door
item_201,NA,word,furniture_rooms,understands; produces,וילון,NA,curtain,curtain
item_202,NA,word,furniture_rooms,understands; produces,חדר שינה,NA,bedroom,bedroom
item_203,NA,word,furniture_rooms,understands; produces,חלון,NA,window,window
item_204,NA,word,furniture_rooms,understands; produces,חניה,NA,Parking,garage
item_205,NA,word,furniture_rooms,understands; produces,טלויזיה,NA,TV,TV
item_206,NA,word,furniture_rooms,understands; produces,כורסה,NA,armchair,armchair
item_207,NA,word,furniture_rooms,understands; produces,כיור,NA,sink,sink
item_208,NA,word,furniture_rooms,understands; produces,כיסא,NA,chair,chair
item_209,NA,word,furniture_rooms,understands; produces,לול,NA,play pen,play pen
item_210,NA,word,furniture_rooms,understands; produces,מגירה,NA,drawer,drawer
item_211,NA,word,furniture_rooms,understands; produces,מדרגות,NA,stairs,stairs
item_212,NA,word,furniture_rooms,understands; produces,מטבח,NA,kitchen,kitchen
item_213,NA,word,furniture_rooms,understands; produces,מיטה,NA,bedroom,bedroom
item_214,NA,word,furniture_rooms,understands; produces,מפה,NA,table cloth,tablecloth
item_215,NA,word,furniture_rooms,understands; produces,מקרר,NA,refrigerator,refrigerator
item_216,NA,word,furniture_rooms,understands; produces,סיר,NA,Sir,potty
item_217,NA,word,furniture_rooms,understands; produces,סלון,NA,living room,living room
item_218,NA,word,furniture_rooms,understands; produces,שולחן,NA,table,table
item_219,NA,word,furniture_rooms,understands; produces,שטיח,NA,carpet,carpet
item_220,NA,word,furniture_rooms,understands; produces,שירותים,NA,Services,bathroom
item_221,NA,word,furniture_rooms,understands; produces,תנור,NA,oven,oven
item_222,NA,word,furniture_rooms,understands; produces,תריס,NA,shutter,shutter
item_223,NA,word,household,understands; produces,אור,NA,light,light (object)
item_224,NA,word,household,understands; produces,ארנק,NA,purse,purse
item_225,NA,word,household,understands; produces,אשפה,NA,Trash,trash
item_226,NA,word,household,understands; produces,בקבוק,NA,bottle,bottle
item_227,NA,word,household,understands; produces,טלפון,NA,telephone,telephone
item_228,NA,word,household,understands; produces,כוס,NA,Cup,cup
item_229,NA,word,household,understands; produces,כסף,NA,money,money
item_230,NA,word,household,understands; produces,כף,NA,spoon,spoon
item_231,NA,word,household,understands; produces,כפית,NA,teaspoon,spoon
item_232,NA,word,household,understands; produces,כרית,NA,pillow,pillow
item_233,NA,word,household,understands; produces,מברשת,NA,brush,brush (object)
item_234,NA,word,household,understands; produces,מברשת שיניים,NA,toothbrush,toothbrush
item_235,NA,word,household,understands; produces,מגבת,NA,towel,towel
item_236,NA,word,household,understands; produces,מוצץ,NA,pacifier,pacifier
item_237,NA,word,household,understands; produces,מזלג,NA,fork,fork
item_238,NA,word,household,understands; produces,מטאטא,NA,broom,broom
item_239,NA,word,household,understands; produces,מנורה,NA,lamp,lamp
item_240,NA,word,household,understands; produces,מספריים,NA,scissors,scissors
item_241,NA,word,household,understands; produces,מסרק,NA,comb,comb (object)
item_242,NA,word,household,understands; produces,מפתחות,NA,keys,key
item_243,NA,word,household,understands; produces,משקפיים,NA,glasses,glasses
item_244,NA,word,household,understands; produces,נייר,NA,paper,paper
item_245,NA,word,household,understands; produces,סבון,NA,soap,soap
item_246,NA,word,household,understands; produces,סיר,NA,Sir,pot
item_247,NA,word,household,understands; produces,עציץ,NA,flowerpot,flower pot
item_248,NA,word,household,understands; produces,פטיש,NA,hammer,hammer
item_249,NA,word,household,understands; produces,צלחת,NA,plate,plate
item_250,NA,word,household,understands; produces,צמח,NA,plant,plant
item_251,NA,word,household,understands; produces,קופסה,NA,box,box
item_252,NA,word,household,understands; produces,קערה,NA,Bowl,bowl
item_253,NA,word,household,understands; produces,רדיו,NA,radio,radio
item_254,NA,word,household,understands; produces,שואב אבק,NA,vacuum,vacuum
item_255,NA,word,household,understands; produces,שמיכה,NA,blanket,blanket
item_256,NA,word,household,understands; produces,שעון,NA,clock,clock
item_257,NA,word,household,understands; produces,תיק,NA,bag,bag
item_258,NA,word,household,understands; produces,תמונה,NA,picture,picture
item_259,NA,word,household,understands; produces,תרופה,NA,medicine,medicine
item_260,NA,word,outside,understands; produces,אבן,NA,stone,stone
item_261,NA,word,outside,understands; produces,אדמה,NA,ground,ground
item_262,NA,word,outside,understands; produces,את,NA,The,shovel
item_263,NA,word,outside,understands; produces,בית,NA,Home,house
item_264,NA,word,outside,understands; produces,בית כנסת,NA,Synagogue,church
item_265,NA,word,outside,understands; produces,ברז,NA,faucet,faucet
item_266,NA,word,outside,understands; produces,בריכה,NA,pool,pool
item_267,NA,word,outside,understands; produces,גינה,NA,Garden,yard
item_268,NA,word,outside,understands; produces,גן,NA,Garden,garden
item_269,NA,word,outside,understands; produces,גן חיות,NA,zoo,zoo
item_270,NA,word,outside,understands; produces,גשם,NA,rain,rain
item_271,NA,word,outside,understands; produces,חול,NA,sand,sand
item_272,NA,word,outside,understands; produces,חנות,NA,store,store
item_273,NA,word,outside,understands; produces,חצר,NA,yard,yard
item_274,NA,word,outside,understands; produces,ים,NA,S,sea
item_275,NA,word,outside,understands; produces,ירח,NA,moon,moon
item_276,NA,word,outside,understands; produces,כביש,NA,road,road
item_277,NA,word,outside,understands; produces,כוכב,NA,Star,star
item_278,NA,word,outside,understands; produces,מגלשה,NA,slide (object),slide (object)
item_279,NA,word,outside,understands; produces,מסיבה,NA,party,party
item_280,NA,word,outside,understands; produces,מעון,NA,Residence,house
item_281,NA,word,outside,understands; produces,נדנדה,NA,swing (object),swing (object)
item_282,NA,word,outside,understands; produces,סופר,NA,Super,store
item_283,NA,word,outside,understands; produces,עבודה,NA,work,work (place)
item_284,NA,word,outside,understands; produces,עץ,NA,tree,tree
item_285,NA,word,outside,understands; produces,פרח,NA,flower,flower
item_286,NA,word,outside,understands; produces,רפת,NA,cowshed,shed
item_287,NA,word,outside,understands; produces,שמיים,NA,sky,sky
item_288,NA,word,outside,understands; produces,שמש,NA,sun,sun
item_289,NA,word,outside,understands; produces,תחנת אוטובוס,NA,bus station,bus station
item_290,NA,word,people,understands; produces,אבא,NA,daddy,daddy
item_291,NA,word,people,understands; produces,אמא,NA,mommy,mommy
item_292,NA,word,people,understands; produces,איש,NA,Man,person
item_293,NA,word,people,understands; produces,גננת,NA,Teacher,teacher
item_294,NA,word,people,understands; produces,דוד,NA,uncle,uncle
item_295,NA,word,people,understands; produces,חבר,NA,friend,friend
item_296,NA,word,people,understands; produces,ילד,NA,boy,boy
item_297,NA,word,people,understands; produces,סבא,NA,grandpa,grandpa
item_298,NA,word,people,understands; produces,סבתא,NA,grandma,grandma
item_299,NA,word,people,understands; produces,שכן,NA,neighbor,neighbor
item_300,NA,word,people,understands; produces,תינוק,NA,baby,baby
item_301,NA,word,games_routines,understands; produces,אין,NA,there isn't any,all gone
item_302,NA,word,games_routines,understands; produces,אני רוצה,NA,I want,wanna
item_303,NA,word,games_routines,understands; produces,אפשר,NA,Allow,can (auxiliary)
item_304,NA,word,games_routines,understands; produces,בבקשה,NA,please,please
item_305,NA,word,games_routines,understands; produces,ביי,NA,bye,bye
item_306,NA,word,games_routines,understands; produces,בוקר טוב,NA,good morning,good morning
item_307,NA,word,games_routines,understands; produces,די,NA,Pretty,don't
item_308,NA,word,games_routines,understands; produces,היי,NA,hi,hi
item_309,NA,word,games_routines,understands; produces,יש לי,NA,I have,have
item_310,NA,word,games_routines,understands; produces,כואב לי,NA,It pains me,owie
item_311,NA,word,games_routines,understands; produces,כועס,NA,Angry,angry
item_312,NA,word,games_routines,understands; produces,כן,NA,yes,yes
item_313,NA,word,games_routines,understands; produces,לא,NA,no,no
item_314,NA,word,games_routines,understands; produces,לילה טוב,NA,good night,good night
item_315,NA,word,games_routines,understands; produces,ללכת לאכול,NA,to go to eat,go eat
item_316,NA,word,games_routines,understands; produces,ללכת לטייל,NA,to go for a walk,go for a walk
item_317,NA,word,games_routines,understands; produces,ללכת לישון,NA,to go to sleep,go to bed
item_318,NA,word,games_routines,understands; produces,לעשות אמבטיה,NA,taking a bath,bathe
item_319,NA,word,games_routines,understands; produces,לעשות כאילו,NA,pretend,pretend
item_320,NA,word,games_routines,understands; produces,לשחק בקוקו,NA,Play ponytail,peekaboo
item_321,NA,word,games_routines,understands; produces,מחא כפיים,NA,Clap your hands,clap
item_322,NA,word,games_routines,understands; produces,עוד,NA,more,more
item_322,NA,word,games_routines,understands; produces,עוד,NA,more,more
item_323,NA,word,games_routines,understands; produces,עשר אצבעות,NA,Ten Fingers,ten fingers
item_324,NA,word,games_routines,understands; produces,צריך,NA,need (as in- do you need help?),NA
item_325,NA,word,action_words,understands; produces,לאהוב,NA,love (action),love
item_326,NA,word,action_words,understands; produces,לאכול,NA,eat,eat
item_327,NA,word,action_words,understands; produces,לבכות,NA,cry,cry
item_328,NA,word,action_words,understands; produces,לבעוט,NA,kick,kick
item_329,NA,word,action_words,understands; produces,לברך,NA,bless,bless
item_330,NA,word,action_words,understands; produces,לגמור,NA,finish,finish
item_331,NA,word,action_words,understands; produces,לגעת,NA,touch,touch
item_332,NA,word,action_words,understands; produces,לדגדג,NA,tickle,tickle
item_333,NA,word,action_words,understands; produces,לדחוף,NA,push,push
item_334,NA,word,action_words,understands; produces,להאכיל,NA,feed,feed
item_335,NA,word,action_words,understands; produces,להביא,NA,bring,bring
item_336,NA,word,action_words,understands; produces,להגיד,NA,say,say
item_337,NA,word,action_words,understands; produces,להדליק,NA,light (action),light (action)
item_338,NA,word,action_words,understands; produces,להוריד,NA,bring down,remove
item_339,NA,word,action_words,understands; produces,להחביא,NA,hide something,hide
item_340,NA,word,action_words,understands; produces,להחליף,NA,change things,change
item_341,NA,word,action_words,understands; produces,להכות,NA,Hit,hit
item_342,NA,word,action_words,understands; produces,להסתובב,NA,turn around,turn around
item_343,NA,word,action_words,understands; produces,להסתכל,NA,watch,watch (action)
item_344,NA,word,action_words,understands; produces,להתיז,NA,Splash,splash
item_345,NA,word,action_words,understands; produces,להתנדנד,NA,swing (action),swing (action)
item_346,NA,word,action_words,understands; produces,לזרוק,NA,throw (action),throw
item_347,NA,word,action_words,understands; produces,לחבק,NA,hug (action),hug
item_348,NA,word,action_words,understands; produces,לחייך,NA,smile (action),smile
item_349,NA,word,action_words,understands; produces,לחפש,NA,search (action),look
item_350,NA,word,action_words,understands; produces,לשחק,NA,play (action),play
item_351,NA,word,action_words,understands; produces,ליפול,NA,fall (action),fall
item_352,NA,word,action_words,understands; produces,לכבות,NA,turn off,turn off
item_353,NA,word,action_words,understands; produces,לכתוב,NA,write,write
item_354,NA,word,action_words,understands; produces,ללכת,NA,walk (action),walk
item_355,NA,word,action_words,understands; produces,למהר,NA,hurry (action),hurry
item_356,NA,word,action_words,understands; produces,למשוך,NA,pull,pull
item_357,NA,word,action_words,understands; produces,לנגב,NA,wipe,wipe
item_358,NA,word,action_words,understands; produces,לנהוג,NA,drive (action),drive
item_359,NA,word,action_words,understands; produces,ללכת לישון,NA,Go to bed,sleep
item_360,NA,word,action_words,understands; produces,לנעול,NA,lock (action),lock (action)
item_361,NA,word,action_words,understands; produces,לנקות,NA,clean (action),clean (action)
item_362,NA,word,action_words,understands; produces,לנשוך,NA,bite (action),bite
item_363,NA,word,action_words,understands; produces,לנשוף,NA,blow,blow
item_364,NA,word,action_words,understands; produces,לנשק,NA,kiss (action),kiss
item_365,NA,word,action_words,understands; produces,לסגור,NA,close,close
item_366,NA,word,action_words,understands; produces,לסרק,NA,comb,comb (action)
item_367,NA,word,action_words,understands; produces,לספר,NA,Tell,tell
item_368,NA,word,action_words,understands; produces,לעזור,NA,help (action),help
item_369,NA,word,action_words,understands; produces,לעצור,NA,stop,stop
item_370,NA,word,action_words,understands; produces,לפתוח,NA,open (action),open (action)
item_371,NA,word,action_words,understands; produces,לצאת,NA,go out,go out
item_372,NA,word,action_words,understands; produces,לצייר,NA,paint (action),paint (action)
item_373,NA,word,action_words,understands; produces,לקום,NA,get up,get up
item_374,NA,word,action_words,understands; produces,לקחת,NA,take,take
item_375,NA,word,action_words,understands; produces,לקפוץ,NA,jump (action),jump
item_376,NA,word,action_words,understands; produces,לקרוא,NA,read,read
item_377,NA,word,action_words,understands; produces,לראות,NA,See,see
item_378,NA,word,action_words,understands; produces,לרדת,NA,come down,descend
item_379,NA,word,action_words,understands; produces,לרוץ,NA,run (action),run
item_380,NA,word,action_words,understands; produces,לרחוץ,NA,Wash,wash
item_381,NA,word,action_words,understands; produces,לרכב,NA,ride (action),ride
item_382,NA,word,action_words,understands; produces,לרקוד,NA,dance (action),dance
item_383,NA,word,action_words,understands; produces,לשבור,NA,break,break
item_384,NA,word,action_words,understands; produces,לשחות,NA,swim (action),swim
item_385,NA,word,action_words,understands; produces,לשחק,NA,Play,play
item_386,NA,word,action_words,understands; produces,לשים,NA,put,put
item_387,NA,word,action_words,understands; produces,לשיר,NA,sing (action),sing
item_388,NA,word,action_words,understands; produces,לשמור,NA,keep,keep
item_389,NA,word,action_words,understands; produces,לשתות,NA,drink (action),drink (action)
item_390,NA,word,action_words,understands; produces,לתת,NA,give,give
item_391,NA,word,time_words,understands; produces,אח'כ,NA,Afterwards,after
item_392,NA,word,time_words,understands; produces,אתמול,NA,yesterday,yesterday
item_393,NA,word,time_words,understands; produces,בוקר,NA,morning,morning
item_394,NA,word,time_words,understands; produces,היום,NA,today,today
item_395,NA,word,time_words,understands; produces,לילה,NA,night,night
item_396,NA,word,time_words,understands; produces,מחר,NA,tomorrow,tomorrow
item_397,NA,word,time_words,understands; produces,עכשיו,NA,now,now
item_398,NA,word,time_words,understands; produces,פעם,NA,once,once
item_399,NA,word,time_words,understands; produces,צהריים,NA,noon,noon
item_400,NA,word,time_words,understands; produces,רגע,NA,moment,moment
item_401,NA,word,time_words,understands; produces,שבת,NA,"Shabbath, Saturday",NA
item_402,NA,word,descriptive_words,understands; produces,גדול,NA,big,big
item_403,NA,word,descriptive_words,understands; produces,זהיר,NA,careful,careful
item_404,NA,word,descriptive_words,understands; produces,זקן,NA,old,old
item_405,NA,word,descriptive_words,understands; produces,חולה,NA,sick,sick
item_406,NA,word,descriptive_words,understands; produces,חכם,NA,smart,smart
item_407,NA,word,descriptive_words,understands; produces,מהר,NA,fast,fast
item_408,NA,word,descriptive_words,understands; produces,מלוח,NA,salty,salty
item_409,NA,word,descriptive_words,understands; produces,מלוכלך,NA,dirty,dirty
item_410,NA,word,descriptive_words,understands; produces,מקולקל,NA,broken \ rotten,broken
item_411,NA,word,descriptive_words,understands; produces,מתוק,NA,sweet,sweet
item_412,NA,word,descriptive_words,understands; produces,קשה,NA,hard,hard
item_413,NA,word,descriptive_words,understands; produces,רזה,NA,thin,thin
item_414,NA,word,descriptive_words,understands; produces,רטוב,NA,wet,wet (description)
item_415,NA,word,descriptive_words,understands; produces,ריק,NA,empty,empty
item_416,NA,word,descriptive_words,understands; produces,רך,NA,soft,soft
item_417,NA,word,descriptive_words,understands; produces,חם,NA,hot,hot
item_418,NA,word,descriptive_words,understands; produces,חמוד,NA,cute,cute
item_419,NA,word,descriptive_words,understands; produces,טוב,NA,good,good
item_420,NA,word,descriptive_words,understands; produces,טעים,NA,tasty,yummy
item_421,NA,word,descriptive_words,understands; produces,יבש,NA,dry (description),dry (description)
item_422,NA,word,descriptive_words,understands; produces,יפה,NA,pretty,pretty
item_423,NA,word,descriptive_words,understands; produces,ישן,NA,"old (or asleep, depends how you pronounce it)",old
item_424,NA,word,descriptive_words,understands; produces,מגעיל,NA,disgusting,disgusting
item_425,NA,word,descriptive_words,understands; produces,נחמד,NA,nice,nice
item_426,NA,word,descriptive_words,understands; produces,נמוך,NA,short,short
